Key,English [en-GB]
message_end_quest_story_6a_1,"Just one more route to clear, and I should have re-established contact with enough suppliers to reopen my shop for business! I'm sure you can't wait to get your hands on some decent gear."
message_end_quest_story_6a_2,"There's some incentive for you! As your core training nears its end, I hope you are getting used to how the various abilities and effects interact with each other. You'll certainly be needing some advanced techniques on the quests to come!"
message_end_quest_story_6a_3,"Anyhow, I’ve tracked down a potential fifth mercenary for our crew, if you can get him on board. This guy has fists of stone, and I mean literally! "
message_end_quest_story_7a_1,<b>Cragheart</b>'s on board - that’s five mercenaries recruited! I reckon just one more and we should have a large enough crew to take on some quests further out from Demonsgate.
message_end_quest_story_7a_2,"Y'know, if we can find someone capable of summoning allies to the battlefield, it'll feel like we have even more mercs still! I know some Vermlings are quite proficient at handling beastly brethren of theirs."
message_end_quest_story_7a_3,Vermlings? We're going to recruit a Vermling?
message_end_quest_story_7a_4,"Don't let the rodent exterior fool you, they aren't all feral scavengers. Some Vermlings develop strong psychic abilities - and rumour has it one such Vermling <b>Mindthief</b> is hunting down demons nearby. Would you say no to a demon hunter joining the Guild just because she looks a bit rattish?

I vote we find this <b>Mindthief</b> and see if she fancies joining us for a chance at greater glory... than hunting demons. Okay, perhaps not <i>greater</i> glory just yet, but glory all the same."
message_end_quest_story_7b_1,"Now we’ve got the Guild going, we're starting to get job requests coming in from far and wide. I'm also hearing rumours regarding the locations of powerful artifacts that could be worth investigating."
message_end_quest_story_7b_2,"In fact, you should check this one out first: A few nights ago a falling star was said to have been seen landing in a forest clearing near Gibbet Hill, but when villagers went to investigate, there was no trace of anything having landed there."
message_end_quest_story_7b_3,"A day or so later, they started experiencing minor earthquakes emanating just north of the village, not far from the clearing. Nothing up there except an old, decrepit crypt - and the villagers, being villagers, are too scared to investigate. "
message_end_quest_story_7b_4,"Sounds like a magical artifact of some kind to me, you should go check it out!"
message_end_quest_story_7b_5,"I recommend you bring along the <b>Cragheart</b> and <b>Mindthief</b>, they should easily be up to the task."
message_end_quest_story_7c_1,"And so, that concludes your training. The world is your oyster - a bandit-ridden, undead-roaming, demon-infested oyster.

We've put together a set of starting equipment with the money you've earned thus far, but any other gear you fancy you'll need to buy."
message_end_quest_story_7c_10,"Choose your team, gear 'em up and you're ready to go. Good luck, guildmaster!"
message_end_quest_story_7c_11,Multiplayer is now enabled.
message_end_quest_story_7c_2,"The panel on the left is used to choose your party's line-up, and to customise their ability cards and items as you unlock more. You now also have free rein over which mercenaries to bring along on each mission, up to a maximum of four.

Be aware though, scenario difficulty scales with the number of player characters. Unless you are a <b>Gloomhaven</b> veteran, I would recommend you stick with two characters for the time being to keep the decision making manageable!"
message_end_quest_story_7c_3,"When equipping items, note that whoever equips an item first has it bound to them. You can unbind an item for a cost, but try to make sure you give it to the right mercenary the first time if you can."
message_end_quest_story_7c_4,"To aid you in progressing your skills post-training, I have come up with a set of achievements for you to work towards. These can be accessed by the <b>Trainer</b> icon at the bottom of the screen. "
message_end_quest_story_7c_5,"Completing these will reward the Guild with more gold, quests, and locations to discover. Sometimes even missions to recover powerful relics!"
message_end_quest_story_7c_6,"You can pop by my shop by clicking the Merchant icon at the bottom of the screen. I've got mostly basic items in stock right now, but as you keep exploring and restore the routes to more villages, more and more items will be added to my stock!"
message_end_quest_story_7c_7,"Speaking of which, could you journey down to the southwestern coast and open up the old spice routes?"
message_end_quest_story_7c_8,I've had links with two towns there in the past: Bloodford to the West...
message_end_quest_story_7c_9,...and Wanderer's Rest to the South West.
message_end_quest_story_banditcommander_1,"With the Bandit Commander dead, the temples and the Demonsgate nest are now safe."
message_end_quest_story_banditcommander_2,"Well, it’s good to see the back of him, and that ring you got looks pretty useful."
message_end_quest_story_beasttyrant_1_1,"This Rot is worse than we first thought, it is spreading over the whole land."
message_end_quest_story_beasttyrant_1_2,The Beast Tyrant now wants us to investigate another outbreak in the Eastern forest near The Hermitage.
message_end_quest_story_beasttyrant_2_1,I’ve talked in depth with the Beast Tyrant and triangulated the spread of the Rot.
message_end_quest_story_beasttyrant_2_2,"As we had originally surmised, it seems to spread via freshwater that originates from the mountains to the south, near Obsidian Bluff."
message_end_quest_story_beasttyrant_2_3,But there is also a second tributary in the area of Rockfall further to the East.
message_end_quest_story_beasttyrant_2_4,We believe that is where the Deep Terrors are primarily breeding and is where we must head next.
message_end_quest_story_beasttyrant_3_1,"I’ve investigated further into the cave, and found an immature specimen which I believe is what ultimately becomes a Deep Terror."
message_end_quest_story_beasttyrant_3_2,"I’ll research further, but I believe I may be able to develop a potion to allow us to confuse the Rot into thinking we are an ally."
message_end_quest_story_berserker_1_1,"I looked for something to sell after you left, but only found one of the bandits’ journals. Apparently the Overseer is heading to Ironwood Camp to start an army. I say we head there next - they might have something I can stock. "
message_end_quest_story_berserker_2_1,"Can you believe a place called Ironwood has no Iron or wood to take and sell? I did poke around in the ledgers though, it looks like these wagons were heading to a cave outside Drake Fire Farm. Sounds like we will be heading there too, then."
message_end_quest_story_berserker_3_1,"So, I took a look at what you grabbed. Don’t worry, not even I would try to sell it back to you after what you went through to get it."
message_end_quest_story_berserker_3_2,"Anyway, it turns out you stole the map for the entire cave system… and we’ve found a way to sneak you in through a side entrance..."
message_end_quest_story_berserker_3_3,...But it’s got a pretty hefty lock on it. We’re stuck until we find a way to open it.
message_end_quest_story_brute_1_1,"I’ll return to my trade camp near the Copper Oasis and see if any others of my clan have heard any rumours. Come visit me when you are ready, and I’ll tell you what I have found out."
message_end_quest_story_brute_2_1,"The traitor didn’t even lead his troops into battle, no wonder their morale broke. He isn’t much of a commander!"
message_end_quest_story_brute_2_2,"We’ve located both his main mustering ground, but also some ruins nearby where he has troops performing strange rites. It's probably worth raiding the ruins first and seeing what he is up to."
message_end_quest_story_cragheart_1_1,"The Shrine of the Roots is found in the forest near Lowtown. If they are being systematically looted, I worry that would be a prime target."
message_end_quest_story_cragheart_2_1,These are some highly organised Looters.... there must be someone in charge of all this planning. We need to find out who and make an example of them.
message_end_quest_story_cragheart_2_2,"For now, however, we should check out the last of the three temples: the Shrine of Verglas, near River’s Rise"
message_end_quest_story_cragheart_3_1,"The three core shrines are now safe. Only the mythical Shrine of the Ashes remains, but no one knows of its location."
message_end_quest_story_cragheart_3_2,"Well, if we don’t know of it, nor will the looters!"
message_end_quest_story_elementalist_1_1,"The Elementalist searches the ruined structures and finds some old scrolls from the mayor’s office. It seems after Swagger’s defence of the village, the settlement ended up in huge debt."
message_end_quest_story_elementalist_1_2,"The payments are addressed to a tower located near to modern-day Silverwick, in the mountains to the East. It looks like we should head there next."
message_end_quest_story_elementalist_2_1,"The library contains many musty tomes on all forms of magic, although almost all have since been disproved as poorly-researched, and are now only useful as kindling."
message_end_quest_story_elementalist_2_2,"There is one book of Swagger’s handwritten notes. It both details the payments from Mudchute, and talks of the ‘power of the gods’ given at an ancient temple, accompanied by a crude map."
message_end_quest_story_elementalist_2_3,"Looking at this paperwork, it looks as if the Bandits were in Swagger’s pay all along, and that he bankrupted Mudchute to get enough gold to donate at this temple."
message_end_quest_story_elementalist_2_4,The map looks like the edge of the forest up near the School of the Great Oak. Can’t have changed much in a hundred years.
message_end_quest_story_elementalist_2_5,"Right, we know where to head next then!"
message_end_quest_story_elementalist_3_1,"This temple held a portal to the demonic realm. Swagger must have passed through to gain his powers, and returned to our realm through a different portal."
message_end_quest_story_elementalist_3_2,But he never came back did he? Otherwise he’d have laid waste to the land?
message_end_quest_story_elementalist_3_3,"It seems not. Also, we found some strange symbols etched onto the wall next to the portal. They almost look like musical notes?"
message_end_quest_story_highcultist_1,"We did a sweep of the area after you left, and mopped up a few more Cultists. We found this incense burner too, which I reckon will come in pretty useful!"
message_end_quest_story_highcultist_2,"Also, it feels as though the elements are in balance again, now that the High Cultist is dead. Good work."
message_end_quest_story_inoxbodyguard_1,"I doubt that’ll be the last Inox Leader we’ll ever see, but the Brute is finally avenged."
